,Category,Group,Pathway,Description
7070,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],"AT5G53130 CNGC1; cyclic nucleotide gated channel 1	K05391 CNGC; cyclic nucleotide gated channel, plant"
7071,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],"AT5G57940 CNGC5; cyclic nucleotide gated channel 5	K05391 CNGC; cyclic nucleotide gated channel, plant"
7072,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],"AT2G46440 CNGC11; cyclic nucleotide-gated channels	K05391 CNGC; cyclic nucleotide gated channel, plant"
7073,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G37780 CAM1; calmodulin 1	K02183 CALM; calmodulin
7074,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G43810 CAM7; calmodulin 7	K02183 CALM; calmodulin
7075,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G56800 CAM3; calmodulin 3	K02183 CALM; calmodulin
7076,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G66410 CAM4; calmodulin 4	K02183 CALM; calmodulin
7077,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G41110 CAM2; calmodulin 2	K02183 CALM; calmodulin
7078,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G27030 CAM5; calmodulin 5	K02183 CALM; calmodulin
7079,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G21274 CAM6; calmodulin 6	K02183 CALM; calmodulin
7080,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G41090 Calcium-binding EF-hand family protein	K02183 CALM; calmodulin
7081,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G03400 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7082,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G73630 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7083,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G50770 CML41; calmodulin-like 41	K13448 CML; calcium-binding protein CML
7084,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G05990 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7085,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G37010 CEN2; centrin 2	K13448 CML; calcium-binding protein CML
7086,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G25600 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7087,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G03410 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7088,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G24620 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7089,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G12860 UNE14; EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7090,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G10300 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7091,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G41410 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7092,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G37770 TCH2; EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7093,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G18210 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7094,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G36180 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7095,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G04170 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7096,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G59440 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7097,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G14640 CAM8; calmodulin 8	K13448 CML; calcium-binding protein CML
7098,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G07490 AGD11; ARF-GAP domain 11	K13448 CML; calcium-binding protein CML
7099,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G03000 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7100,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G43290 MSS3; Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7101,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G50360 CEN2; centrin2	K13448 CML; calcium-binding protein CML
7102,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G12310 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7103,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G10190 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7104,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G17470 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7105,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G17480 PC1; pollen calcium-binding protein 1	K13448 CML; calcium-binding protein CML
7106,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G22930 CML11; calmodulin-like 11	K13448 CML; calcium-binding protein CML
7107,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G26470 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7108,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G76640 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7109,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G42380 CML37; calmodulin like 37	K13448 CML; calcium-binding protein CML
7110,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G27480 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7111,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G44460 CML43; calmodulin like 43	K13448 CML; calcium-binding protein CML
7112,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G76650 CML38; calmodulin-like 38	K13448 CML; calcium-binding protein CML
7113,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G01830 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7114,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G51920 CAM9; calmodulin 9	K13448 CML; calcium-binding protein CML
7115,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G47480 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7116,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G03430 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7117,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G18530 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7118,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G24110 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7119,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G41100 TCH3; Calcium-binding EF hand family protein	K13448 CML; calcium-binding protein CML
7120,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G21550 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7121,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G20780 CML42; calmodulin like 42	K13448 CML; calcium-binding protein CML
7122,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G66400 CML23; calmodulin like 23	K13448 CML; calcium-binding protein CML
7123,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G62820 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7124,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G03290 EF hand calcium-binding protein family	K13448 CML; calcium-binding protein CML
7125,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G32250 Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7126,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G15680 CML30; Calcium-binding EF-hand family protein	K13448 CML; calcium-binding protein CML
7127,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],"AT3G47450 NOA1; P-loop containing nucleoside triphosphate hydrolases superfamily protein	K13427 NOA1; nitric-oxide synthase, plant [EC:1.14.13.39]"
7128,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G01370 MPK4; MAP kinase 4	K20600 MPK4; mitogen-activated protein kinase 4 [EC:2.7.11.24]
7129,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G46330 FLS2; Leucine-rich receptor-like protein kinase family protein	K13420 FLS2; LRR receptor-like serine/threonine-protein kinase FLS2 [EC:2.7.11.1]
7130,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G33430 BAK1; BRI1-associated receptor kinase	K13416 BAK1; brassinosteroid insensitive 1-associated receptor kinase 1 [EC:2.7.10.1 2.7.11.1]
7131,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G13790 SERK4; somatic embryogenesis receptor-like kinase 4	K13417 SERK4; somatic embryogenesis receptor kinase 4 [EC:2.7.10.1 2.7.11.1]
7132,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G20360 RABE1b; RAB GTPase homolog E1B	K02358 tuf; elongation factor Tu
7133,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G02930 GTP binding Elongation factor Tu family protein	K02358 tuf; elongation factor Tu
7134,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G20480 EFR; EF-TU receptor	K13428 EFR; LRR receptor-like serine/threonine-protein kinase EFR [EC:2.7.11.1]
7135,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G08500 MEKK1; MAPK/ERK kinase kinase 1	K13414 MEKK1; mitogen-activated protein kinase kinase kinase 1 [EC:2.7.11.25]
7136,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G56580 MKK6; MAP kinase kinase 6	K04368 MAP2K1; mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]
7137,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G51660 MKK4; mitogen-activated protein kinase kinase 4	K13413 MKK4_5; mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]
7138,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G21220 MKK5; MAP kinase kinase 5	K13413 MKK4_5; mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]
7139,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G45640 MPK3; mitogen-activated protein kinase 3	K20536 MPK3; mitogen-activated protein kinase 3 [EC:2.7.11.24]
7140,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G43790 MPK6; MAP kinase 6	K14512 MPK6; mitogen-activated protein kinase 6 [EC:2.7.11.24]
7141,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G30250 WRKY25; WRKY DNA-binding protein 25	K13423 WRKY25; WRKY transcription factor 25
7142,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G38470 WRKY33; WRKY DNA-binding protein 33	K13424 WRKY33; WRKY transcription factor 33
7143,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G01250 WRKY22; WRKY family transcription factor	K13425 WRKY22; WRKY transcription factor 22
7144,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G23550 WRKY29; WRKY family transcription factor	K13426 WRKY29; WRKY transcription factor 29
7145,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G19190 FRK1; FLG22-induced receptor-like kinase 1	K16224 FRK1; senescence-induced receptor-like serine/threonine-protein kinase
7146,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G80460 NHO1; Actin-like ATPase superfamily protein	K00864 glpK; glycerol kinase [EC:2.7.1.30]
7147,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G14610 PR1; pathogenesis-related protein 1	K13449 PR1; pathogenesis-related protein 1
7148,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G33720 CAP (Cysteine-rich secretory proteins	K13449 PR1; pathogenesis-related protein 1
7149,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G50060 CAP (Cysteine-rich secretory proteins	K13449 PR1; pathogenesis-related protein 1
7150,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G14580 PRB1; basic pathogenesis-related protein 1	K13449 PR1; pathogenesis-related protein 1
7151,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G19690 CAP (Cysteine-rich secretory proteins	K13449 PR1; pathogenesis-related protein 1
7152,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G06700 Protein kinase superfamily protein	K13436 PTI1; pto-interacting protein 1 [EC:2.7.11.1]
7153,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G62220 Protein kinase superfamily protein	K13436 PTI1; pto-interacting protein 1 [EC:2.7.11.1]
7154,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G59350 Protein kinase superfamily protein	K13436 PTI1; pto-interacting protein 1 [EC:2.7.11.1]
7155,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G47060 PTI1-4; Protein kinase superfamily protein	K13436 PTI1; pto-interacting protein 1 [EC:2.7.11.1]
7156,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G17410 Protein kinase superfamily protein	K13436 PTI1; pto-interacting protein 1 [EC:2.7.11.1]
7157,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G25070 RIN4; RPM1 interacting protein 4	K13456 RIN4; RPM1-interacting protein 4
7158,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G07040 RPM1; NB-ARC domain-containing disease resistance protein	K13457 RPM1; disease resistance protein RPM1
7159,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G51700 PBS2; cysteine and histidine-rich domain-containing protein RAR1	K13458 RAR1; disease resistance protein
7160,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G11260 SGT1B; phosphatase-like protein	K12795 SUGT1; suppressor of G2 allele of SKP1
7161,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G23570 SGT1A; phosphatase-like protein	K12795 SUGT1; suppressor of G2 allele of SKP1
7162,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G07770 Hsp89.1; HEAT SHOCK PROTEIN 89.1	K09487 HSP90B; heat shock protein 90kDa beta
7163,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G04030 CR88; Chaperone protein htpG family protein	K09487 HSP90B; heat shock protein 90kDa beta
7164,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G24190 SHD; Chaperone protein htpG family protein	K09487 HSP90B; heat shock protein 90kDa beta
7165,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G52640 HSP90.1; heat shock-like protein	K04079 HSP90A; molecular chaperone HtpG
7166,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G56030 HSP81-2; heat shock protein 81-2	K04079 HSP90A; molecular chaperone HtpG
7167,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G56000 Hsp81.4; HEAT SHOCK PROTEIN 81.4	K04079 HSP90A; molecular chaperone HtpG
7168,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G56010 HSP81-3; heat shock protein 81-3	K04079 HSP90A; molecular chaperone HtpG
7169,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G26090 RPS2; NB-ARC domain-containing disease resistance protein	K13459 RPS2; disease resistance protein RPS2
7170,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G13160 PBS1; Protein kinase superfamily protein	K13430 PBS1; serine/threonine-protein kinase PBS1 [EC:2.7.11.1]
7171,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G12220 RPS5; Disease resistance protein (CC-NBS-LRR class) family	K13460 RPS5; disease resistance protein RPS5
7172,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G45250 RPS4; Disease resistance protein (TIR-NBS-LRR class) family	K16226 RPS4; disease resistance protein RPS4
7173,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G48080 alpha/beta-Hydrolases superfamily protein	K18875 EDS1; enhanced disease susceptibility 1 protein
7174,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G48090 EDS1; alpha/beta-Hydrolases superfamily protein	K18875 EDS1; enhanced disease susceptibility 1 protein
7175,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G39090 RD19; Papain family cysteine protease	K01373 CTSF; cathepsin F [EC:3.4.22.41]
7176,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G21430 Papain family cysteine protease	K01373 CTSF; cathepsin F [EC:3.4.22.41]
7177,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G16190 Papain family cysteine protease	K01373 CTSF; cathepsin F [EC:3.4.22.41]
7178,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G54940 Papain family cysteine protease	K01373 CTSF; cathepsin F [EC:3.4.22.41]
7179,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G45260 RRS1; Disease resistance protein (TIR-NBS-LRR class)	K16225 WRKY52; probable WRKY transcription factor 52
7180,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G28910 MYB30; myb domain protein 30	K23865 MYB30; transcription factor MYB30
7181,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G46720 KCS13; 3-ketoacyl-CoA synthase 13	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7182,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G01120 KCS1; 3-ketoacyl-CoA synthase 1	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7183,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G26640 KCS11; 3-ketoacyl-CoA synthase 11	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7184,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G10280 KCS14; 3-ketoacyl-CoA synthase 14	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7185,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G34510 KCS17; 3-ketoacyl-CoA synthase 17	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7186,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G04220 KCS2; 3-ketoacyl-CoA synthase 2	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7187,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G19440 KCS4; 3-ketoacyl-CoA synthase 4	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7188,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G25450 KCS5; 3-ketoacyl-CoA synthase 5	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7189,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G68530 KCS6; 3-ketoacyl-CoA synthase 6	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7190,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G71160 KCS7; 3-ketoacyl-CoA synthase 7	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7191,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G15090 KCS8; 3-ketoacyl-CoA synthase 8	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7192,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G16280 KCS9; 3-ketoacyl-CoA synthase 9	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7193,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G26250 KCS10; 3-ketoacyl-CoA synthase 10	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7194,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G34250 KCS16; 3-ketoacyl-CoA synthase 16	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7195,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G34520 KCS18; 3-ketoacyl-CoA synthase 18	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7196,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G43760 KCS20; 3-ketoacyl-CoA synthase 20	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7197,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G52160 KCS15; 3-ketoacyl-CoA synthase 15	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7198,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G28630 KCS12; 3-ketoacyl-CoA synthase 12	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7199,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G04530 KCS19; 3-ketoacyl-CoA synthase 19	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7200,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT1G07720 KCS3; 3-ketoacyl-CoA synthase 3	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7201,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G49070 KCS21; 3-ketoacyl-CoA synthase 21	K15397 KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]
7202,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT4G14440 HCD1; 3-hydroxyacyl-CoA dehydratase 1	K18880 ECI3; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
7203,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT2G04880 ZAP1; zinc-dependent activator protein-1	K18834 WRKY1; WRKY transcription factor 1
7204,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT5G56270 WRKY2; WRKY DNA-binding protein 2	K18835 WRKY2; WRKY transcription factor 2
7205,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ath04626],AT3G21630 CERK1; chitin elicitor receptor kinase 1	K13429 CERK1; chitin elicitor receptor kinase 1
7206,09160 Human Diseases,09167 Endocrine and metabolic disease,04933 AGE-RAGE signaling pathway in diabetic complications [PATH:ath04933],"AT2G40116 Phosphoinositide-specific phospholipase C family protein	K05857 PLCD; phosphatidylinositol phospholipase C, delta [EC:3.1.4.11]"
